student_name,roll_number,branch,semester,attendance_pct,internal_marks,assignment_score,quiz_score,study_hours_per_week,previous_cgpa,activity_participation,final_percentage,pass_fail,grade
Preeti Nair,ECE20241248,ECE,3,83.6,36.7,43.6,48.5,23.9,6.26,Low,66.07,1,B
Siddharth Dubey,EE20241249,EE,4,68.1,43.5,24.2,90.9,29.0,5.35,Low,62.42,1,C
Amit Reddy,CE20241250,CE,1,56.3,50.0,67.2,86.1,10.0,5.87,High,78.65,1,B
Shruti Rajput,CE20241251,CE,1,87.9,13.6,81.9,36.0,8.3,8.61,Low,63.71,1,C
Mohit Srivastava,ME20241252,ME,8,85.0,36.4,57.0,80.7,20.3,6.37,Low,71.51,1,B
Harsh Verma,ECE20241253,ECE,8,55.5,23.1,93.6,43.7,19.7,6.44,None,68.0,1,B
Tushar Mishra,CE20241254,CE,6,96.4,37.4,46.5,16.9,20.2,3.6,None,62.05,1,C
Mohit Mehta,ME20241255,ME,2,93.1,10.4,38.8,48.7,29.1,5.64,Medium,57.59,1,C
Rahul Pillai,EE20241256,EE,6,74.4,12.8,60.5,66.7,14.1,5.77,Low,49.02,1,D
Aman Chopra,CE20241257,CE,7,73.4,18.7,60.2,47.8,17.4,4.71,Medium,56.28,1,C
Deepak Das,ME20241258,ME,6,82.0,28.9,78.9,51.2,6.2,6.24,Medium,63.86,1,C
Deepak Kapoor,ME20241259,ME,8,56.5,20.3,45.0,83.2,31.1,5.43,None,59.2,1,C
Suresh Singh,CSE20241260,CSE,1,72.5,35.9,92.1,60.3,11.3,6.34,None,64.22,1,C
Pooja Kumar,EE20241261,EE,3,33.3,40.3,100.0,39.4,11.5,6.42,Medium,62.37,1,C
Siddharth Yadav,CSE20241262,CSE,6,87.8,35.2,61.1,73.4,11.2,4.48,Medium,62.27,1,C
Mohit Mishra,ECE20241263,ECE,3,43.9,47.4,89.5,62.3,8.8,5.48,Low,55.43,1,C
Swati Rajput,CSE20241264,CSE,3,99.1,33.0,38.8,2.5,8.2,6.34,None,59.07,1,C
Aarti Agarwal,CSE20241265,CSE,2,66.1,13.4,85.7,67.4,9.8,8.33,None,50.32,1,C
Manish Malhotra,CE20241266,CE,3,68.2,44.4,85.0,66.6,3.1,6.66,Low,70.38,1,B
Rajat Kumar,ME20241267,ME,1,60.7,20.7,81.0,58.4,7.7,5.01,None,54.51,1,C
Gaurav Agarwal,EE20241268,EE,4,66.8,38.9,61.7,77.6,29.6,6.92,Low,73.62,1,B
Kavita Jain,CSE20241269,CSE,4,97.5,46.9,0.0,43.2,19.9,9.27,Low,67.39,1,B
Harsh Das,EE20241270,EE,5,27.2,33.5,47.9,65.4,21.4,7.85,None,57.67,1,C
Harsh Reddy,CSE20241271,CSE,7,95.0,10.0,48.2,23.5,23.4,7.19,None,53.74,1,C
Ankit Thakur,ECE20241272,ECE,6,78.1,17.0,40.5,67.0,28.7,7.51,High,65.36,1,B
Suresh Iyer,CSE20241273,CSE,7,50.3,43.9,64.7,100.0,0.0,8.79,Medium,80.07,1,A
Manish Rajput,CE20241274,CE,1,52.6,26.0,52.8,36.1,4.2,8.14,High,54.29,1,C
Divya Agarwal,ME20241275,ME,3,100.0,29.0,43.9,41.3,7.6,7.22,Low,60.83,1,C
Rajat Gupta,ECE20241276,ECE,4,55.0,37.1,38.7,42.4,10.2,8.12,Medium,53.41,1,C
Aarti Agarwal,CSE20241277,CSE,7,51.2,36.4,46.3,60.9,11.6,4.25,Low,56.47,1,C
Siddharth Malhotra,EE20241278,EE,1,92.5,31.3,86.7,34.6,10.4,3.5,Medium,65.03,1,B
Rahul Saxena,ECE20241279,ECE,4,78.1,25.5,47.5,67.3,15.8,6.48,None,58.3,1,C
Neha Mehta,ECE20241280,ECE,3,55.1,24.2,50.7,76.6,14.3,6.32,None,57.99,1,C
Aditya Reddy,CSE20241281,CSE,7,75.9,38.3,52.0,69.8,8.2,5.22,High,64.02,1,C
Manish Bhatia,ECE20241282,ECE,4,53.5,34.6,69.5,19.1,0.0,7.69,Medium,57.68,1,C
Priya Jain,EE20241283,EE,6,91.8,24.9,72.0,79.9,6.1,2.85,High,66.96,1,B
Jyoti Chauhan,ECE20241284,ECE,8,91.1,41.0,0.0,78.6,9.6,5.24,Low,65.76,1,B
Sneha Kapoor,EE20241285,EE,6,81.6,26.5,84.5,76.3,12.0,5.33,Low,65.77,1,B
Ishita Rajput,CSE20241286,CSE,5,78.5,17.8,93.6,66.2,5.0,3.25,Low,50.0,1,C
Megha Dubey,ME20241287,ME,5,100.0,18.9,38.9,62.8,10.1,8.89,Medium,59.01,1,C
Karan Mehta,ECE20241288,ECE,4,72.0,16.3,40.6,80.7,5.0,3.75,Medium,52.1,1,C
Rajat Pillai,ME20241289,ME,8,50.7,24.7,52.1,100.0,13.0,5.14,High,71.51,1,B
Tushar Kumar,EE20241290,EE,1,80.1,42.8,45.4,37.0,5.4,7.83,None,61.17,1,C
Aarti Kapoor,ECE20241291,ECE,6,100.0,18.3,66.9,81.7,7.2,7.36,Medium,68.06,1,B
Mohit Pandey,CE20241292,CE,1,53.7,30.3,19.2,56.1,3.5,4.21,Low,42.09,1,D
Manish Chopra,ME20241293,ME,8,65.5,20.1,37.4,55.1,12.8,7.43,None,46.5,1,D
Swati Das,ECE20241294,ECE,1,79.5,24.9,95.9,24.2,7.1,6.72,Medium,56.34,1,C
Gaurav Tiwari,ME20241295,ME,8,71.0,9.9,41.6,51.7,21.3,10.0,Medium,44.56,1,D
Aarti Pandey,ECE20241296,ECE,4,54.3,25.4,89.4,36.1,17.2,6.93,None,63.85,1,C
Kunal Dubey,CSE20241297,CSE,1,92.2,25.7,69.8,47.8,13.4,5.95,Low,50.55,1,C
Deepak Jain,ME20241298,ME,6,100.0,34.5,22.2,33.8,7.6,4.66,Low,53.72,1,C
Amit Agarwal,CE20241299,CE,3,75.5,30.7,76.0,48.1,17.0,4.86,Low,55.21,1,C
Ishita Chopra,CE20241300,CE,5,55.7,13.6,59.4,49.1,19.5,4.71,Low,42.23,1,D
Varun Chauhan,EE20241301,EE,3,44.1,41.0,52.0,60.1,15.1,8.67,None,69.8,1,B
Amit Singh,ECE20241302,ECE,1,76.6,30.5,67.4,22.5,26.8,6.23,None,61.11,1,C
Bhavna Verma,ME20241303,ME,3,91.9,30.4,72.4,26.2,17.7,7.22,High,61.8,1,C
Aman Khanna,EE20241304,EE,6,80.6,27.9,77.6,66.0,21.3,8.93,High,70.38,1,B
Karan Verma,ME20241305,ME,6,72.0,21.8,87.9,40.5,15.1,1.95,Low,47.93,1,D
Kunal Chauhan,ECE20241306,ECE,1,61.4,30.6,71.0,81.6,19.4,8.5,High,70.85,1,B
Aarti Dubey,CE20241307,CE,4,52.3,33.7,31.7,63.0,7.6,6.3,Medium,55.23,1,C
Priya Malhotra,CSE20241308,CSE,3,87.0,7.0,51.6,71.3,10.3,6.98,None,61.86,1,C
Rajat Srivastava,CE20241309,CE,4,88.4,21.5,100.0,89.0,16.8,4.71,None,58.46,1,C
Priya Mishra,EE20241310,EE,4,44.2,24.9,77.9,51.2,16.7,4.84,High,54.92,1,C
Ankit Nair,CSE20241311,CSE,8,100.0,31.1,100.0,45.4,18.1,7.08,Medium,72.43,1,B
Varun Jain,EE20241312,EE,2,82.3,42.3,92.7,77.2,22.8,10.0,High,91.53,1,A
Rajat Srivastava,ECE20241313,ECE,1,97.2,18.7,67.3,69.2,2.6,8.01,High,66.7,1,B
Swati Joshi,CSE20241314,CSE,5,47.8,22.0,68.6,53.9,6.2,8.48,Low,56.66,1,C
Varun Tiwari,EE20241315,EE,6,47.4,21.8,61.2,88.6,15.8,5.85,None,57.3,1,C
Divya Joshi,ECE20241316,ECE,6,69.3,18.4,23.8,53.3,8.2,5.12,None,39.7,0,F
Megha Joshi,CE20241317,CE,1,81.1,23.8,62.4,58.7,40.0,4.79,None,69.53,1,B
Priya Gupta,ECE20241318,ECE,8,100.0,37.2,88.6,58.5,18.1,5.32,None,77.16,1,B
Ritu Yadav,ME20241319,ME,7,84.7,15.4,48.8,37.4,13.4,2.5,Low,49.75,1,D
Akash Agarwal,ECE20241320,ECE,7,67.6,33.1,71.1,59.7,9.9,4.9,None,65.84,1,B
Rohan Verma,ECE20241321,ECE,7,53.5,7.6,80.7,88.7,10.2,5.19,None,52.33,1,C
Kunal Khanna,ME20241322,ME,8,94.1,21.3,42.0,67.8,14.2,5.88,Low,66.21,1,B
Bhavna Tiwari,EE20241323,EE,5,54.6,24.0,52.1,58.7,14.9,6.44,Low,55.31,1,C
Divya Singh,EE20241324,EE,6,100.0,48.1,39.6,54.4,10.3,6.85,Low,70.4,1,B
Suresh Patel,ECE20241325,ECE,1,66.9,24.7,43.9,65.3,11.8,6.17,Low,54.78,1,C
Sonal Kapoor,ME20241326,ME,8,100.0,1.6,33.7,74.5,24.8,5.15,Medium,52.34,1,C
Simran Malhotra,ME20241327,ME,6,84.2,4.0,42.2,71.4,25.1,2.67,High,46.56,1,D
Rahul Khanna,CE20241328,CE,4,69.5,28.4,93.2,50.7,16.0,5.16,None,69.58,1,B
Rahul Yadav,EE20241329,EE,3,62.7,35.4,41.9,65.1,3.3,4.45,None,55.27,1,C
Jyoti Mehta,CSE20241330,CSE,3,65.9,32.5,64.8,68.6,18.3,7.04,High,68.05,1,B
Arjun Gupta,EE20241331,EE,8,79.7,30.0,50.9,35.8,26.4,7.84,Medium,65.75,1,B
Nisha Dubey,EE20241332,EE,6,73.4,41.9,87.9,61.7,25.0,7.89,Medium,92.55,1,A
Gaurav Reddy,CE20241333,CE,2,61.3,21.5,90.8,10.5,19.9,7.56,Low,49.36,1,D
Rajat Jain,CSE20241334,CSE,5,69.0,38.7,81.0,68.6,25.4,5.96,High,69.65,1,B
Aarti Nair,CE20241335,CE,7,73.4,8.4,68.7,72.5,14.4,5.26,High,47.65,1,D
Sonal Tiwari,CSE20241336,CSE,5,33.7,17.1,56.9,74.4,19.0,4.86,Medium,47.36,1,D
Sneha Malhotra,ECE20241337,ECE,5,80.2,6.3,35.8,49.3,8.6,3.49,None,40.57,1,D
Amit Reddy,CSE20241338,CSE,8,54.4,24.7,100.0,64.8,16.3,7.99,High,64.68,1,C
Harsh Thakur,CE20241339,CE,4,51.2,27.4,45.3,89.3,24.6,5.89,Medium,57.92,1,C
Megha Singh,EE20241340,EE,5,41.6,29.4,76.6,89.1,9.3,3.96,Medium,58.35,1,C
Siddharth Khanna,CSE20241341,CSE,3,39.7,28.7,85.3,57.4,7.1,4.71,None,50.02,1,C
Tushar Kapoor,CSE20241342,CSE,4,47.6,16.9,49.8,61.1,14.8,4.64,Medium,48.32,1,D
Vivek Mishra,ME20241343,ME,1,59.2,25.7,84.8,82.4,12.2,6.28,None,67.81,1,B
Megha Khanna,EE20241344,EE,5,100.0,10.0,78.8,25.0,19.2,8.12,Low,61.44,1,C
Siddharth Malhotra,ECE20241345,ECE,5,62.5,44.4,100.0,50.9,10.4,5.57,Medium,74.2,1,B
Varun Kumar,CE20241346,CE,1,75.2,24.4,51.7,87.4,27.7,2.15,Low,64.18,1,C
Sakshi Saxena,ECE20241347,ECE,5,79.2,22.1,33.7,79.5,3.7,5.86,Medium,56.5,1,C
Nisha Chopra,EE20241348,EE,1,74.4,47.1,50.9,66.1,24.0,5.92,Medium,71.57,1,B
Akash Nair,CSE20241349,CSE,4,70.6,13.1,66.6,24.9,7.9,5.8,None,41.21,1,D
Ishita Yadav,CSE20241350,CSE,3,50.5,14.5,63.3,56.9,0.0,5.07,Medium,42.53,1,D
Priya Tiwari,EE20241351,EE,1,98.1,14.8,53.3,45.0,15.9,6.59,High,56.01,1,C
Neha Thakur,CSE20241352,CSE,2,100.0,27.2,20.0,65.3,12.0,6.32,None,62.53,1,C
Mohit Chauhan,CSE20241353,CSE,8,41.7,33.2,72.4,40.2,5.1,6.16,Medium,55.58,1,C
Gaurav Yadav,CSE20241354,CSE,8,53.6,36.9,100.0,35.4,0.5,6.94,Low,64.0,1,C
Anjali Kumar,CE20241355,CE,1,67.0,50.0,72.2,12.6,13.9,5.43,Low,57.44,1,C
Tanvi Patel,CE20241356,CE,8,54.6,1.0,75.4,84.9,21.8,5.32,Low,56.55,1,C
Ishita Kumar,ME20241357,ME,5,81.1,35.3,74.6,49.2,18.7,8.68,Low,68.5,1,B
Varun Thakur,ECE20241358,ECE,7,58.9,21.3,70.7,61.5,14.5,7.21,None,51.2,1,C
Deepak Yadav,EE20241359,EE,7,100.0,21.0,82.5,58.0,17.8,7.69,High,68.36,1,B
Jyoti Pandey,EE20241360,EE,8,93.4,20.6,70.7,34.5,13.8,8.41,Medium,74.74,1,B
Rashmi Pandey,EE20241361,EE,4,75.8,17.1,55.1,30.3,2.6,7.15,Medium,47.46,1,D
Ankit Sharma,ME20241362,ME,6,90.5,48.2,44.5,35.9,2.6,7.87,Low,65.59,1,B
Aman Mishra,CE20241363,CE,4,91.9,38.1,56.5,42.1,12.4,3.36,Medium,60.9,1,C
Anjali Dubey,ME20241364,ME,6,61.8,28.3,68.9,66.1,12.7,6.57,Low,59.55,1,C
Pooja Gupta,EE20241365,EE,7,57.3,44.2,55.0,40.5,20.8,5.87,Low,58.48,1,C
Akash Mehta,ECE20241366,ECE,7,73.4,9.8,68.9,96.4,20.1,9.22,Low,64.45,1,C
Bhavna Khanna,CSE20241367,CSE,1,87.5,12.0,71.7,80.6,18.8,7.87,Low,68.73,1,B
Jyoti Pandey,CE20241368,CE,3,74.5,1.9,80.3,75.8,11.8,5.07,None,51.39,1,C
Nikhil Gupta,CE20241369,CE,2,43.6,19.6,90.2,55.4,3.0,6.87,Medium,47.36,1,D
Manish Bhatia,ME20241370,ME,4,57.5,29.9,63.7,91.3,17.3,6.5,High,65.05,1,B
Sonal Chauhan,CE20241371,CE,5,70.7,29.2,33.2,53.2,18.2,7.02,None,54.02,1,C
Rohan Malhotra,EE20241372,EE,6,70.6,29.8,54.4,57.3,0.0,4.37,None,52.59,1,C
Shruti Sharma,EE20241373,EE,8,100.0,11.1,63.0,61.7,7.3,6.85,Low,63.51,1,C
Neha Agarwal,ME20241374,ME,5,47.1,37.6,21.6,73.4,8.5,5.79,High,55.54,1,C
Priya Kapoor,EE20241375,EE,3,81.1,30.9,92.6,72.0,14.9,6.71,High,72.71,1,B
Kunal Rajput,ECE20241376,ECE,6,98.8,36.8,65.1,47.5,7.6,4.9,Medium,74.69,1,B
Kavita Srivastava,ME20241377,ME,4,100.0,5.3,70.4,46.3,13.7,5.15,High,58.69,1,C
Rohan Patel,ECE20241378,ECE,1,64.7,31.7,92.0,72.1,12.3,8.31,Low,72.32,1,B
Harsh Yadav,CSE20241379,CSE,5,80.8,13.7,48.1,73.7,12.7,4.31,High,63.71,1,C
Varun Singh,ECE20241380,ECE,3,82.3,23.2,74.6,49.3,8.3,4.44,Low,58.33,1,C
Amit Singh,CSE20241381,CSE,4,75.5,34.4,59.6,23.1,8.9,6.11,Low,46.66,1,D
Pooja Mishra,CSE20241382,CSE,7,70.2,29.1,58.0,53.4,5.4,4.81,Medium,59.53,1,C
Rashmi Das,ECE20241383,ECE,7,79.8,17.8,45.0,71.7,17.0,4.61,Low,46.07,1,D
Sneha Sharma,ME20241384,ME,4,26.4,28.1,98.6,97.7,18.6,6.39,Medium,66.77,1,B
Harsh Rajput,EE20241385,EE,4,84.3,9.6,53.7,31.6,7.8,3.49,Low,33.57,0,F
Rahul Kapoor,EE20241386,EE,4,74.3,41.8,77.4,48.6,26.2,4.39,Medium,66.96,1,B
Sneha Bhatia,CSE20241387,CSE,6,68.0,25.5,20.7,49.4,11.5,9.9,Low,53.27,1,C
Pooja Chopra,CSE20241388,CSE,4,100.0,41.4,88.0,87.8,26.2,7.03,None,80.31,1,A
Ankit Patel,ME20241389,ME,5,59.9,21.7,85.1,57.2,8.9,4.86,High,54.95,1,C
Sneha Das,CE20241390,CE,3,64.7,21.7,64.1,38.0,0.0,6.95,High,57.69,1,C
Anjali Tiwari,ECE20241391,ECE,6,100.0,18.8,57.0,70.3,17.2,7.22,High,63.06,1,C
Swati Yadav,CSE20241392,CSE,4,57.0,38.5,70.8,49.1,16.0,7.99,Medium,68.85,1,B
Shruti Saxena,EE20241393,EE,2,62.1,19.5,100.0,31.1,14.3,5.97,Medium,51.04,1,C
Anjali Chopra,ME20241394,ME,8,69.4,35.7,23.2,38.4,8.9,7.96,Medium,55.69,1,C
Nisha Bhatia,ECE20241395,ECE,2,87.1,23.4,79.2,96.1,13.7,2.53,None,64.25,1,C
Nisha Malhotra,ME20241396,ME,3,75.7,4.3,41.9,66.5,9.9,4.3,None,37.49,0,F
Kavita Kumar,ECE20241397,ECE,7,48.7,21.2,61.6,60.4,11.6,6.49,Low,45.22,1,D
Arjun Yadav,ECE20241398,ECE,1,62.4,13.9,56.5,52.5,20.7,6.79,High,56.6,1,C
Varun Pillai,CSE20241399,CSE,1,61.1,28.4,52.6,64.4,15.5,4.56,None,60.3,1,C
Aman Malhotra,ME20241400,ME,8,70.6,13.7,61.8,64.2,18.9,6.67,High,57.2,1,C
Sneha Reddy,ME20241401,ME,7,79.7,39.1,37.0,64.4,12.1,5.08,Medium,60.56,1,C
Ishita Yadav,EE20241402,EE,6,79.5,26.9,84.6,60.5,11.3,5.7,Medium,64.77,1,C
Rahul Agarwal,EE20241403,EE,6,40.0,25.9,22.5,77.1,4.8,8.04,None,49.43,1,D
Arjun Patel,CSE20241404,CSE,6,91.2,35.9,73.9,58.5,11.0,7.84,Low,72.27,1,B
Sneha Verma,CSE20241405,CSE,1,76.5,39.6,54.8,36.5,0.0,4.41,High,45.77,1,D
Arjun Srivastava,CE20241406,CE,2,96.9,27.8,36.2,44.5,9.3,4.3,Low,49.31,1,D
Priya Sharma,EE20241407,EE,1,80.0,18.7,66.5,14.5,13.3,5.46,Low,45.29,1,D
Varun Khanna,ECE20241408,ECE,5,91.8,6.7,27.7,100.0,18.5,6.15,None,55.47,1,C
Rahul Patel,ME20241409,ME,4,80.4,19.8,62.9,77.0,11.9,5.02,None,58.4,1,C
Sonal Singh,CSE20241410,CSE,6,96.2,20.6,30.7,39.7,16.8,8.07,Low,60.09,1,C
Mohit Mishra,ME20241411,ME,2,81.4,29.3,72.1,51.8,0.0,6.83,Medium,62.55,1,C
Neha Kumar,ME20241412,ME,3,70.2,23.9,41.7,44.0,13.5,6.93,Low,46.61,1,D
Ritu Sharma,CE20241413,CE,8,100.0,36.3,52.1,91.9,0.6,3.92,Medium,74.52,1,B
Kunal Saxena,EE20241414,EE,3,88.0,20.6,68.5,26.8,4.3,8.3,None,62.08,1,C
Bhavna Khanna,CSE20241415,CSE,4,82.3,27.3,45.0,60.5,12.5,1.12,High,47.45,1,D
Vivek Pillai,ME20241416,ME,2,49.0,42.2,60.7,55.6,24.2,7.7,Medium,69.11,1,B
Akash Patel,CSE20241417,CSE,1,48.8,32.1,28.7,76.2,17.0,7.88,None,54.64,1,C
Sakshi Malhotra,ECE20241418,ECE,1,77.3,27.3,75.9,55.7,14.1,5.42,Low,61.7,1,C
Preeti Jain,CE20241419,CE,5,74.6,20.8,100.0,19.3,13.8,8.49,None,64.67,1,C
Pankaj Singh,ECE20241420,ECE,5,60.9,20.4,100.0,52.5,8.3,6.09,Medium,68.62,1,B
Nikhil Yadav,CSE20241421,CSE,1,74.5,17.8,64.0,36.6,9.6,6.31,Medium,56.01,1,C
Rajat Mishra,CSE20241422,CSE,3,100.0,21.5,79.3,59.8,17.4,6.81,High,70.65,1,B
Kavita Bhatia,EE20241423,EE,8,84.5,37.1,22.8,89.6,2.9,10.0,Low,66.84,1,B
Sakshi Verma,ME20241424,ME,6,51.5,25.3,95.1,19.7,18.7,8.62,Low,59.19,1,C
Rohan Malhotra,ME20241425,ME,3,70.0,11.8,79.1,40.4,10.9,7.46,None,58.54,1,C
Karan Joshi,ECE20241426,ECE,8,57.5,49.2,51.4,45.8,20.6,4.56,Low,62.95,1,C
Pankaj Reddy,CE20241427,CE,5,65.0,31.8,89.2,49.6,21.7,6.46,Medium,61.9,1,C
Kavita Reddy,ME20241428,ME,4,64.6,11.1,56.4,74.3,0.6,4.74,None,37.24,0,F
Pankaj Iyer,EE20241429,EE,8,63.4,22.7,51.9,54.2,9.3,7.68,Medium,57.86,1,C
Aditya Mishra,ECE20241430,ECE,1,49.4,29.3,72.5,67.1,7.2,6.45,Medium,59.68,1,C
Divya Gupta,ECE20241431,ECE,5,69.7,48.5,38.6,44.2,0.0,4.18,High,56.65,1,C
Ankita Srivastava,EE20241432,EE,5,61.9,14.7,84.5,63.1,5.7,6.35,Low,58.45,1,C
Vivek Iyer,CE20241433,CE,6,19.3,39.7,38.8,75.1,33.5,4.67,High,57.07,1,C
Arjun Patel,EE20241434,EE,1,100.0,44.8,38.9,41.9,18.9,6.47,High,71.28,1,B
Rahul Reddy,CE20241435,CE,6,91.6,20.5,42.0,75.2,29.3,4.65,High,63.37,1,C
Rohan Sharma,EE20241436,EE,1,65.2,24.7,78.7,59.2,20.6,6.25,Medium,60.35,1,C
Siddharth Yadav,EE20241437,EE,6,72.3,15.6,48.4,81.0,8.1,7.55,High,59.2,1,C
Pooja Das,CSE20241438,CSE,8,50.9,25.6,32.3,53.6,10.9,6.1,Medium,55.0,1,C
Swati Rajput,ECE20241439,ECE,3,100.0,27.6,48.7,66.4,18.7,5.5,None,58.28,1,C
Tushar Mishra,EE20241440,EE,4,100.0,35.9,61.3,57.1,17.5,6.57,Medium,73.88,1,B
Harsh Tiwari,EE20241441,EE,4,74.8,41.1,36.0,55.9,9.4,7.45,Medium,65.18,1,B
Karan Singh,ME20241442,ME,1,90.4,19.0,36.7,63.7,1.9,4.21,High,53.2,1,C
Aman Kapoor,ECE20241443,ECE,2,75.2,4.4,100.0,69.8,40.0,6.67,Medium,68.57,1,B
Aarti Thakur,ME20241444,ME,7,47.9,27.7,43.1,30.5,12.9,8.57,Low,51.3,1,C
Sonal Patel,ECE20241445,ECE,5,64.6,31.5,54.9,89.5,11.4,7.23,Medium,67.93,1,B
Divya Reddy,ME20241446,ME,5,74.4,31.0,53.9,17.1,14.9,6.3,High,60.78,1,C
Rohan Khanna,EE20241447,EE,1,63.8,24.1,52.7,42.9,12.1,7.35,None,50.68,1,C
Rahul Pandey,EE20241448,EE,8,68.1,29.5,75.7,55.9,15.0,7.01,Low,64.37,1,C
Divya Kumar,CSE20241449,CSE,6,70.4,46.2,82.9,67.1,24.3,7.56,Medium,77.34,1,B
Rajat Rajput,ME20241450,ME,2,70.5,32.6,55.3,92.7,13.0,2.56,None,59.03,1,C
Karan Jain,CE20241451,CE,3,72.9,23.5,34.8,17.1,4.7,3.4,None,38.78,0,F
Aman Bhatia,CSE20241452,CSE,6,52.9,22.0,90.0,46.8,12.7,8.01,Low,60.15,1,C
Vivek Nair,ME20241453,ME,6,59.1,26.0,59.9,11.2,10.3,3.49,High,46.7,1,D
Bhavna Mishra,ME20241454,ME,1,48.9,47.6,100.0,58.7,25.4,6.92,None,76.09,1,B
Arjun Kapoor,CSE20241455,CSE,1,89.6,25.8,12.6,64.0,23.4,5.57,Low,56.93,1,C
Rohan Pandey,EE20241456,EE,8,34.1,27.8,66.3,93.0,14.9,4.41,Medium,48.43,1,D
Swati Chopra,ME20241457,ME,5,92.8,22.2,100.0,60.7,3.8,6.83,High,68.12,1,B
Rahul Saxena,EE20241458,EE,1,97.0,41.2,54.2,81.0,4.2,6.56,High,74.49,1,B
Suresh Jain,CSE20241459,CSE,1,66.6,50.0,57.0,70.8,14.1,10.0,Low,77.73,1,B
Aman Verma,EE20241460,EE,1,25.1,33.4,68.5,48.4,16.7,5.08,High,51.08,1,C
Ishita Verma,ECE20241461,ECE,8,65.5,29.0,49.7,27.0,11.0,8.79,None,49.06,1,D
Ankita Agarwal,CE20241462,CE,5,70.8,28.4,55.1,64.1,10.2,6.83,Medium,63.66,1,C
Sonal Pandey,ME20241463,ME,3,53.8,0.0,54.6,25.2,9.3,5.01,Medium,32.7,0,F
Manish Reddy,CE20241464,CE,3,62.7,36.9,48.2,86.5,13.8,7.64,Low,67.46,1,B
Arjun Mehta,EE20241465,EE,7,99.5,29.6,89.0,54.4,0.0,7.22,Medium,67.13,1,B
Swati Rajput,ME20241466,ME,7,84.0,33.1,72.1,84.3,5.2,6.26,None,67.47,1,B
Megha Dubey,EE20241467,EE,1,55.4,19.5,67.5,47.4,9.0,6.68,High,51.09,1,C
Arjun Pillai,ECE20241468,ECE,7,43.2,23.4,79.8,63.9,23.7,5.13,Low,51.17,1,C
Kavita Khanna,CSE20241469,CSE,5,66.1,23.1,56.2,62.6,7.5,4.71,Medium,55.4,1,C
Sneha Gupta,ME20241470,ME,8,68.2,40.3,45.0,57.0,15.4,7.57,None,61.28,1,C
Nikhil Pandey,ECE20241471,ECE,3,80.9,23.5,48.7,48.5,15.8,5.8,Low,56.48,1,C
Shruti Bhatia,ECE20241472,ECE,6,62.4,50.0,62.0,66.6,24.4,6.06,High,77.01,1,B
Akash Pillai,ME20241473,ME,3,81.2,33.2,38.7,37.6,24.1,6.7,Medium,58.93,1,C
Anjali Gupta,EE20241474,EE,3,100.0,12.7,51.0,31.4,13.5,6.68,High,49.09,1,D
Pankaj Chopra,ECE20241475,ECE,5,86.7,26.5,50.6,85.3,10.2,3.63,Low,71.6,1,B
Vikram Jain,CE20241476,CE,7,71.1,20.2,100.0,74.0,8.7,8.52,None,62.74,1,C
Kavita Jain,ECE20241477,ECE,6,68.7,1.7,1.0,59.4,12.1,6.42,Medium,40.92,1,D
Vivek Mishra,EE20241478,EE,5,65.6,47.2,58.0,94.6,10.5,5.84,Low,81.19,1,A
Kunal Verma,EE20241479,EE,1,93.3,36.4,100.0,52.1,18.4,6.98,None,78.69,1,B
Vivek Nair,CE20241480,CE,8,60.7,34.4,64.7,87.1,17.4,6.63,Medium,66.4,1,B
Ishita Reddy,ECE20241481,ECE,4,72.8,30.0,78.6,61.9,18.7,7.58,Low,66.84,1,B
Divya Khanna,EE20241482,EE,3,72.9,11.4,64.2,35.5,24.1,7.17,None,47.85,1,D
Jyoti Mehta,ME20241483,ME,4,63.0,22.2,47.3,98.7,28.9,7.49,Low,68.97,1,B
Amit Patel,CSE20241484,CSE,8,47.3,38.1,12.7,79.8,15.0,8.63,Medium,63.41,1,C
Rahul Agarwal,CSE20241485,CSE,8,77.8,15.4,66.5,55.3,22.8,7.79,Medium,57.84,1,C
Harsh Dubey,CSE20241486,CSE,5,70.9,0.0,44.9,74.0,11.2,5.91,Low,38.97,0,F
Deepak Reddy,ECE20241487,ECE,5,81.0,25.3,44.4,49.1,23.5,4.18,Medium,49.91,1,D
Amit Nair,CE20241488,CE,5,62.4,26.3,51.0,76.2,22.5,9.2,None,69.07,1,B
Jyoti Rajput,EE20241489,EE,4,94.0,29.6,100.0,5.4,22.1,5.77,High,67.19,1,B
Anjali Pandey,ME20241490,ME,5,56.2,36.7,100.0,35.6,14.8,5.35,High,65.73,1,B
Divya Sharma,ME20241491,ME,8,100.0,35.7,66.8,79.5,8.7,3.07,Medium,63.96,1,C
Vivek Mishra,ECE20241492,ECE,1,40.5,31.1,51.8,52.5,2.8,6.81,None,42.89,1,D
Deepak Malhotra,CSE20241493,CSE,5,79.8,42.3,36.1,62.6,13.7,6.47,Medium,71.36,1,B
Siddharth Srivastava,ECE20241494,ECE,2,80.6,9.8,72.3,28.4,26.3,3.47,Medium,49.62,1,D
Nikhil Nair,CE20241495,CE,7,57.7,34.1,100.0,98.7,11.5,7.02,High,79.34,1,B
Kavita Mehta,CE20241496,CE,4,79.6,35.5,56.6,84.2,20.3,5.3,High,68.89,1,B
Pooja Chauhan,EE20241497,EE,2,95.0,13.1,9.7,53.6,20.8,10.0,High,57.06,1,C
